form	lemmaId	lemma	linkType	pos	via	note
ethiopia	ethiopia.np	Ethiopia	self	np. place	Ethiopia	
ethiopian	ethiopian.np	Ethiopian	self	np. other	Ethiopian	
ethiopianee	ethiopianee.np	Ethiopianee	self	np. ethnonym	Ethiopianee	
euphrates	euphrates.np	Euphrates	self	np. place	Euphrates	
europagh	europagh.np	Europagh	self	np. ethnonym	Europagh	
europee	europagh.np	Europagh	inflected	np. ethnonym	Europagh	
europe	europe.np	Europe	self	np. other	Europe	
europey	europey.np	Europey	self	np. other	Europey	
evan	evan.np	Evan	self	np. other	Evan	
ewan	ewan.np	Ewan	self	np. other	Ewan	
ewnish	ewnish.np	Ewnish	self	np. language	Ewnish	
ewnyn	ewnyn.np	Ewnyn	self	np. ethnonym	Ewnyn	
exeter	exeter.np	Exeter	self	np. other	Exeter	
exod	exod.np	Exod	self	np. other	Exod	
exodus	exodus.np	Exodus	self	np. other	Exodus	
ezekias	ezekias.np	Ezekias	self	np. other	Ezekias	
ezekiel	ezekiel.np	Ezekiel	self	np. other	Ezekiel	
ezer	ezer.np	Ezer	self	np. other	Ezer	
ezra	ezra.np	Ezra	self	np. personal	Ezra	
fabiani	fabiani.np	Fabiani	self	np. other	Fabiani	
abiani	fabiani.np	Fabiani	mutation	np. other	Fabiani	generated-lenition
vabiani	fabiani.np	Fabiani	mutation	np. other	Fabiani	generated-eclipsis
faragher	faragher.np	Faragher	self	np. personal	Faragher	
aragher	faragher.np	Faragher	mutation	np. personal	Faragher	generated-lenition
varagher	faragher.np	Faragher	mutation	np. personal	Faragher	generated-eclipsis
fargher	fargher.np	Fargher	self	np. other	Fargher	
argher	fargher.np	Fargher	mutation	np. other	Fargher	generated-lenition
vargher	fargher.np	Fargher	mutation	np. other	Fargher	generated-eclipsis
farquhar	farquhar.np	Farquhar	self	np. personal	Farquhar	
arquhar	farquhar.np	Farquhar	mutation	np. personal	Farquhar	generated-lenition
varquhar	farquhar.np	Farquhar	mutation	np. personal	Farquhar	generated-eclipsis
farrant	farrant.np	Farrant	self	np. other	Farrant	
arrant	farrant.np	Farrant	mutation	np. other	Farrant	generated-lenition
feb	feb.np	Feb	self	np. other	Feb	
veb	feb.np	Feb	mutation	np. other	Feb	generated-eclipsis
feirshtey	feirshtey.np	Feirshtey	self	np. place	Feirshtey	
eirshtey	feirshtey.np	Feirshtey	mutation	np. place	Feirshtey	generated-lenition
veirshtey	feirshtey.np	Feirshtey	mutation	np. place	Feirshtey	generated-eclipsis
felix	felix.np	Felix	self	np. personal	Felix	
elix	felix.np	Felix	mutation	np. personal	Felix	generated-lenition
velix	felix.np	Felix	mutation	np. personal	Felix	generated-eclipsis
festus	festus.np	Festus	self	np. personal	Festus	
estus	festus.np	Festus	mutation	np. personal	Festus	generated-lenition
vestus	festus.np	Festus	mutation	np. personal	Festus	generated-eclipsis
fieaumanagh	fieaumanagh.np	Fieaumanagh	self	np. ethnonym	Fieaumanagh	
ieaumanagh	fieaumanagh.np	Fieaumanagh	mutation	np. ethnonym	Fieaumanagh	generated-lenition
vieaumanagh	fieaumanagh.np	Fieaumanagh	mutation	np. ethnonym	Fieaumanagh	generated-eclipsis
fingal	fingal.np	Fingal	self	np. other	Fingal	
ingal	fingal.np	Fingal	mutation	np. other	Fingal	generated-lenition
vingal	fingal.np	Fingal	mutation	np. other	Fingal	generated-eclipsis
finn	finn.np	Finn	self	np. other	Finn	
inn	finn.np	Finn	mutation	np. other	Finn	generated-lenition
finnlynn	finnlynn.np	Finnlynn	self	np. other	Finnlynn	
innlynn	finnlynn.np	Finnlynn	mutation	np. other	Finnlynn	generated-lenition
vinnlynn	finnlynn.np	Finnlynn	mutation	np. other	Finnlynn	generated-eclipsis
fishman	fishman.np	Fishman	self	np. other	Fishman	
ishman	fishman.np	Fishman	mutation	np. other	Fishman	generated-lenition
vishman	fishman.np	Fishman	mutation	np. other	Fishman	generated-eclipsis
fleshwick	fleshwick.np	Fleshwick	self	np. other	Fleshwick	
leshwick	fleshwick.np	Fleshwick	mutation	np. other	Fleshwick	generated-lenition
vleshwick	fleshwick.np	Fleshwick	mutation	np. other	Fleshwick	generated-eclipsis
forsdal	forsdal.np	Forsdal	self	np. other	Forsdal	
orsdal	forsdal.np	Forsdal	mutation	np. other	Forsdal	generated-lenition
vorsdal	forsdal.np	Forsdal	mutation	np. other	Forsdal	generated-eclipsis
foxdale	foxdale.np	Foxdale	self	np. other	Foxdale	
oxdale	foxdale.np	Foxdale	mutation	np. other	Foxdale	generated-lenition
voxdale	foxdale.np	Foxdale	mutation	np. other	Foxdale	generated-eclipsis
franco	franco.np	Franco	self	np. other	Franco	
ranco	franco.np	Franco	mutation	np. other	Franco	generated-lenition
vranco	franco.np	Franco	mutation	np. other	Franco	generated-eclipsis
fred	fred.np	Fred	self	np. other	Fred	
vred	fred.np	Fred	mutation	np. other	Fred	generated-eclipsis
gaal	gaal.np	Gaal	self	np. other	Gaal	
ghaal	gaal.np	Gaal	mutation	np. other	Gaal	generated-lenition
naal	gaal.np	Gaal	mutation	np. other	Gaal	generated-eclipsis
gabael	gabael.np	Gabael	self	np. other	Gabael	
ghabael	gabael.np	Gabael	mutation	np. other	Gabael	generated-lenition
nabael	gabael.np	Gabael	mutation	np. other	Gabael	generated-eclipsis
gabriel	gabriel.np	Gabriel	self	np. other	Gabriel	
ghabriel	gabriel.np	Gabriel	mutation	np. other	Gabriel	generated-lenition
nabriel	gabriel.np	Gabriel	mutation	np. other	Gabriel	generated-eclipsis
gad	gad.np	Gad	self	np. personal	Gad	
ghad	gad.np	Gad	mutation	np. personal	Gad	generated-lenition
nad	gad.np	Gad	mutation	np. personal	Gad	generated-eclipsis
gadarenee	gadarenee.np	Gadarenee	self	np. ethnonym	Gadarenee	
ghadarenee	gadarenee.np	Gadarenee	mutation	np. ethnonym	Gadarenee	generated-lenition
nadarenee	gadarenee.np	Gadarenee	mutation	np. ethnonym	Gadarenee	generated-eclipsis
gaditeyn	gaditeyn.np	Gaditeyn	self	np. ethnonym	Gaditeyn	
ghaditeyn	gaditeyn.np	Gaditeyn	mutation	np. ethnonym	Gaditeyn	generated-lenition
naditeyn	gaditeyn.np	Gaditeyn	mutation	np. ethnonym	Gaditeyn	generated-eclipsis
gaeil	gaeil.np	Gaeil	self	np. other	Gaeil	
ghaeil	gaeil.np	Gaeil	mutation	np. other	Gaeil	generated-lenition
naeil	gaeil.np	Gaeil	mutation	np. other	Gaeil	generated-eclipsis
gaeilge	gaeilge.np	Gaeilge	self	np. language	Gaeilge	
ghaeilge	gaeilge.np	Gaeilge	mutation	np. language	Gaeilge	generated-lenition
naeilge	gaeilge.np	Gaeilge	mutation	np. language	Gaeilge	generated-eclipsis
gael	gael.np	Gael	self	np. ethnonym	Gael	
ghael	gael.np	Gael	mutation	np. ethnonym	Gael	generated-lenition
nael	gael.np	Gael	mutation	np. ethnonym	Gael	generated-eclipsis
gaelagh	gaelagh.np	Gaelagh	self	np. language	Gaelagh	
ghaelagh	gaelagh.np	Gaelagh	mutation	np. language	Gaelagh	generated-lenition
naelagh	gaelagh.np	Gaelagh	mutation	np. language	Gaelagh	generated-eclipsis
gaelg	gaelic.n	Gaelg	self	np. language	Gaelg	
ghaelg	gaelic.n	Gaelg	mutation	np. language	Gaelg	generated-lenition
naelg	gaelic.n	Gaelg	mutation	np. language	Gaelg	generated-eclipsis
gaelgagh	gaelgagh.a	Gaelgagh	self	np. ethnonym	Gaelgagh	
ghaelgagh	gaelgagh.a	Gaelgagh	mutation	np. ethnonym	Gaelgagh	generated-lenition
naelgagh	gaelgagh.a	Gaelgagh	mutation	np. ethnonym	Gaelgagh	generated-eclipsis
gaelgey	gaelic.n	Gaelg	variant	np. language	Gaelgey	
ghaelgey	gaelic.n	Gaelg	mutation	np. language	Gaelgey	generated-lenition
naelgey	gaelic.n	Gaelg	mutation	np. language	Gaelgey	generated-eclipsis
gaelgeyryn	gaelgeyryn.np	Gaelgeyryn	self	np. ethnonym	Gaelgeyryn	
ghaelgeyryn	gaelgeyryn.np	Gaelgeyryn	mutation	np. ethnonym	Gaelgeyryn	generated-lenition
naelgeyryn	gaelgeyryn.np	Gaelgeyryn	mutation	np. ethnonym	Gaelgeyryn	generated-eclipsis
gaeljee	gaeljee.np	Gaeljee	self	np. ethnonym	Gaeljee	
ghaeljee	gaeljee.np	Gaeljee	mutation	np. ethnonym	Gaeljee	generated-lenition
naeljee	gaeljee.np	Gaeljee	mutation	np. ethnonym	Gaeljee	generated-eclipsis
gaeltacht	gaeltacht.np	Gaeltacht	self	np. other	Gaeltacht	
ghaeltacht	gaeltacht.np	Gaeltacht	mutation	np. other	Gaeltacht	generated-lenition
naeltacht	gaeltacht.np	Gaeltacht	mutation	np. other	Gaeltacht	generated-eclipsis
gaeltaght	gaeltaght.np	Gaeltaght	self	np. other	Gaeltaght	
ghaeltaght	gaeltaght.np	Gaeltaght	mutation	np. other	Gaeltaght	generated-lenition
naeltaght	gaeltaght.np	Gaeltaght	mutation	np. other	Gaeltaght	generated-eclipsis
gaidhlig	gaidhlig.np	Gaidhlig	self	np. language	Gaidhlig	
ghaidhlig	gaidhlig.np	Gaidhlig	mutation	np. language	Gaidhlig	generated-lenition
naidhlig	gaidhlig.np	Gaidhlig	mutation	np. language	Gaidhlig	generated-eclipsis
gailck	gaelic.n	Gaelg	variant	np. language	Gailck	
ghailck	gaelic.n	Gaelg	mutation	np. language	Gailck	generated-lenition
nailck	gaelic.n	Gaelg	mutation	np. language	Gailck	generated-eclipsis
gailckagh	gailckagh.np	Gailckagh	self	np. ethnonym	Gailckagh	
ghailckagh	gailckagh.np	Gailckagh	mutation	np. ethnonym	Gailckagh	generated-lenition
nailckagh	gailckagh.np	Gailckagh	mutation	np. ethnonym	Gailckagh	generated-eclipsis
gailckey	gailckey.np	Gailckey	self	np. other	Gailckey	
ghailckey	gailckey.np	Gailckey	mutation	np. other	Gailckey	generated-lenition
nailckey	gailckey.np	Gailckey	mutation	np. other	Gailckey	generated-eclipsis
gaius	gaius.np	Gaius	self	np. other	Gaius	
ghaius	gaius.np	Gaius	mutation	np. other	Gaius	generated-lenition
naius	gaius.np	Gaius	mutation	np. other	Gaius	generated-eclipsis
galilean	galilean.np	Galilean	self	np. other	Galilean	
ghalilean	galilean.np	Galilean	mutation	np. other	Galilean	generated-lenition
nalilean	galilean.np	Galilean	mutation	np. other	Galilean	generated-eclipsis
galileanee	galileanee.np	Galileanee	self	np. ethnonym	Galileanee	
ghalileanee	galileanee.np	Galileanee	mutation	np. ethnonym	Galileanee	generated-lenition
nalileanee	galileanee.np	Galileanee	mutation	np. ethnonym	Galileanee	generated-eclipsis
galilee	galilee.np	Galilee	self	np. place	Galilee	
ghalilee	galilee.np	Galilee	mutation	np. place	Galilee	generated-lenition
nalilee	galilee.np	Galilee	mutation	np. place	Galilee	generated-eclipsis
galleeshish	galleeshish.np	Galleeshish	self	np. language	Galleeshish	
ghalleeshish	galleeshish.np	Galleeshish	mutation	np. language	Galleeshish	generated-lenition
nalleeshish	galleeshish.np	Galleeshish	mutation	np. language	Galleeshish	generated-eclipsis
gallio	gallio.np	Gallio	self	np. other	Gallio	
ghallio	gallio.np	Gallio	mutation	np. other	Gallio	generated-lenition
nallio	gallio.np	Gallio	mutation	np. other	Gallio	generated-eclipsis
gamaliel	gamaliel.np	Gamaliel	self	np. other	Gamaliel	
ghamaliel	gamaliel.np	Gamaliel	mutation	np. other	Gamaliel	generated-lenition
namaliel	gamaliel.np	Gamaliel	mutation	np. other	Gamaliel	generated-eclipsis
gareth	gareth.np	Gareth	self	np. other	Gareth	
ghareth	gareth.np	Gareth	mutation	np. other	Gareth	generated-lenition
nareth	gareth.np	Gareth	mutation	np. other	Gareth	generated-eclipsis
garrett	garrett.np	Garrett	self	np. other	Garrett	
gharrett	garrett.np	Garrett	mutation	np. other	Garrett	generated-lenition
narrett	garrett.np	Garrett	mutation	np. other	Garrett	generated-eclipsis
gath	gath.np	Gath	self	np. place	Gath	
ghath	gath.np	Gath	mutation	np. place	Gath	generated-lenition
nath	gath.np	Gath	mutation	np. place	Gath	generated-eclipsis
gawne	gawne.np	Gawne	self	np. other	Gawne	
ghawne	gawne.np	Gawne	mutation	np. other	Gawne	generated-lenition
nawne	gawne.np	Gawne	mutation	np. other	Gawne	generated-eclipsis
gaza	gaza.np	Gaza	self	np. place	Gaza	
ghaza	gaza.np	Gaza	mutation	np. place	Gaza	generated-lenition
naza	gaza.np	Gaza	mutation	np. place	Gaza	generated-eclipsis
geba	geba.np	Geba	self	np. other	Geba	
gheba	geba.np	Geba	mutation	np. other	Geba	generated-lenition
neba	geba.np	Geba	mutation	np. other	Geba	generated-eclipsis
gedaliah	gedaliah.np	Gedaliah	self	np. personal	Gedaliah	
ghedaliah	gedaliah.np	Gedaliah	mutation	np. personal	Gedaliah	generated-lenition
nedaliah	gedaliah.np	Gedaliah	mutation	np. personal	Gedaliah	generated-eclipsis
gehazi	gehazi.np	Gehazi	self	np. other	Gehazi	
ghehazi	gehazi.np	Gehazi	mutation	np. other	Gehazi	generated-lenition
nehazi	gehazi.np	Gehazi	mutation	np. other	Gehazi	generated-eclipsis
gelling	gelling.np	Gelling	self	np. other	Gelling	
ghelling	gelling.np	Gelling	mutation	np. other	Gelling	generated-lenition
nelling	gelling.np	Gelling	mutation	np. other	Gelling	generated-eclipsis
genesis	genesis.np	Genesis	self	np. other	Genesis	
ghenesis	genesis.np	Genesis	mutation	np. other	Genesis	generated-lenition
nenesis	genesis.np	Genesis	mutation	np. other	Genesis	generated-eclipsis
genoa	genoa.np	Genoa	self	np. place	Genoa	
geoghegan quinn	geoghegan-quinn.np	Geoghegan-Quinn	self	np. other	Geoghegan-Quinn	
geogheganquinn	geoghegan-quinn.np	Geoghegan-Quinn	self	np. other	Geoghegan-Quinn	collapsed
george	george.np	George	self	np. personal	George	
gheorge	george.np	George	mutation	np. personal	George	generated-lenition
neorge	george.np	George	mutation	np. personal	George	generated-eclipsis
gera	gera.np	Gera	self	np. other	Gera	
ghera	gera.np	Gera	mutation	np. other	Gera	generated-lenition
nera	gera.np	Gera	mutation	np. other	Gera	generated-eclipsis
gerar	gerar.np	Gerar	self	np. other	Gerar	
gherar	gerar.np	Gerar	mutation	np. other	Gerar	generated-lenition
nerar	gerar.np	Gerar	mutation	np. other	Gerar	generated-eclipsis
gergesenee	gergesenes.np	Gergesenes	variant	np. ethnonym	Gergesenee	
ghergesenee	gergesenes.np	Gergesenes	mutation	np. ethnonym	Gergesenee	generated-lenition
nergesenee	gergesenes.np	Gergesenes	mutation	np. ethnonym	Gergesenee	generated-eclipsis
gergesenes	gergesenes.np	Gergesenes	self	np. ethnonym	Gergesenes	
ghergesenes	gergesenes.np	Gergesenes	mutation	np. ethnonym	Gergesenes	generated-lenition
nergesenes	gergesenes.np	Gergesenes	mutation	np. ethnonym	Gergesenes	generated-eclipsis
germaanagh	germaanagh.np	Germaanagh	self	np. ethnonym	Germaanagh	
germaanee	germaanagh.np	Germaanagh	inflected	np. ethnonym	Germaanagh	
ghermaanagh	germaanagh.np	Germaanagh	mutation	np. ethnonym	Germaanagh	generated-lenition
nermaanagh	germaanagh.np	Germaanagh	mutation	np. ethnonym	Germaanagh	generated-eclipsis
germany	germany.np	Germany	self	np. other	Germany	
ghermany	germany.np	Germany	mutation	np. other	Germany	generated-lenition
nermany	germany.np	Germany	mutation	np. other	Germany	generated-eclipsis
gershom	gershom.np	Gershom	self	np. personal	Gershom	
ghershom	gershom.np	Gershom	mutation	np. personal	Gershom	generated-lenition
nershom	gershom.np	Gershom	mutation	np. personal	Gershom	generated-eclipsis
gershon	gershon.np	Gershon	self	np. other	Gershon	
ghershon	gershon.np	Gershon	mutation	np. other	Gershon	generated-lenition
nershon	gershon.np	Gershon	mutation	np. other	Gershon	generated-eclipsis
gershoniteyn	gershoniteyn.np	Gershoniteyn	self	np. ethnonym	Gershoniteyn	
ghershoniteyn	gershoniteyn.np	Gershoniteyn	mutation	np. ethnonym	Gershoniteyn	generated-lenition
nershoniteyn	gershoniteyn.np	Gershoniteyn	mutation	np. ethnonym	Gershoniteyn	generated-eclipsis
geshur	geshur.np	Geshur	self	np. other	Geshur	
gheshur	geshur.np	Geshur	mutation	np. other	Geshur	generated-lenition
neshur	geshur.np	Geshur	mutation	np. other	Geshur	generated-eclipsis
geshuriteyn	geshuriteyn.np	Geshuriteyn	self	np. ethnonym	Geshuriteyn	
gheshuriteyn	geshuriteyn.np	Geshuriteyn	mutation	np. ethnonym	Geshuriteyn	generated-lenition
neshuriteyn	geshuriteyn.np	Geshuriteyn	mutation	np. ethnonym	Geshuriteyn	generated-eclipsis
gethsemane	gethsemane.np	Gethsemane	self	np. other	Gethsemane	
ghethsemane	gethsemane.np	Gethsemane	mutation	np. other	Gethsemane	generated-lenition
nethsemane	gethsemane.np	Gethsemane	mutation	np. other	Gethsemane	generated-eclipsis
gezer	gezer.np	Gezer	self	np. other	Gezer	
ghezer	gezer.np	Gezer	mutation	np. other	Gezer	generated-lenition
nezer	gezer.np	Gezer	mutation	np. other	Gezer	generated-eclipsis
ghaelgeyr	ghaelgeyr.np	Ghaelgeyr	self	np. other	Ghaelgeyr	
ghhaelgeyr	ghaelgeyr.np	Ghaelgeyr	mutation	np. other	Ghaelgeyr	generated-lenition
nhaelgeyr	ghaelgeyr.np	Ghaelgeyr	mutation	np. other	Ghaelgeyr	generated-eclipsis
ghermaan	ghermaan.np	Ghermaan	self	np. other	Ghermaan	
ghhermaan	ghermaan.np	Ghermaan	mutation	np. other	Ghermaan	generated-lenition
nhermaan	ghermaan.np	Ghermaan	mutation	np. other	Ghermaan	generated-eclipsis
ghiarmaan	ghiarmaan.np	Ghiarmaan	self	np. other	Ghiarmaan	
ghhiarmaan	ghiarmaan.np	Ghiarmaan	mutation	np. other	Ghiarmaan	generated-lenition
nhiarmaan	ghiarmaan.np	Ghiarmaan	mutation	np. other	Ghiarmaan	generated-eclipsis
ghiastillys	ghiastillys.np	Ghiastillys	self	np. other	Ghiastillys	
ghhiastillys	ghiastillys.np	Ghiastillys	mutation	np. other	Ghiastillys	generated-lenition
nhiastillys	ghiastillys.np	Ghiastillys	mutation	np. other	Ghiastillys	generated-eclipsis
gholiath	gholiath.np	Gholiath	self	np. other	Gholiath	
ghholiath	gholiath.np	Gholiath	mutation	np. other	Gholiath	generated-lenition
nholiath	gholiath.np	Gholiath	mutation	np. other	Gholiath	generated-eclipsis
ghoshen	ghoshen.np	Ghoshen	self	np. other	Ghoshen	
ghhoshen	ghoshen.np	Ghoshen	mutation	np. other	Ghoshen	generated-lenition
nhoshen	ghoshen.np	Ghoshen	mutation	np. other	Ghoshen	generated-eclipsis
ghreagee	ghreagee.np	Ghreagee	self	np. ethnonym	Ghreagee	
ghhreagee	ghreagee.np	Ghreagee	mutation	np. ethnonym	Ghreagee	generated-lenition
nhreagee	ghreagee.np	Ghreagee	mutation	np. ethnonym	Ghreagee	generated-eclipsis
gibbethon	gibbethon.np	Gibbethon	self	np. other	Gibbethon	
ghibbethon	gibbethon.np	Gibbethon	mutation	np. other	Gibbethon	generated-lenition
nibbethon	gibbethon.np	Gibbethon	mutation	np. other	Gibbethon	generated-eclipsis
gibeah	gibeah.np	Gibeah	self	np. place	Gibeah	
ghibeah	gibeah.np	Gibeah	mutation	np. place	Gibeah	generated-lenition
nibeah	gibeah.np	Gibeah	mutation	np. place	Gibeah	generated-eclipsis
gibeon	gibeon.np	Gibeon	self	np. place	Gibeon	
ghibeon	gibeon.np	Gibeon	mutation	np. place	Gibeon	generated-lenition
nibeon	gibeon.np	Gibeon	mutation	np. place	Gibeon	generated-eclipsis
gibeoniteyn	gibeoniteyn.np	Gibeoniteyn	self	np. ethnonym	Gibeoniteyn	
ghibeoniteyn	gibeoniteyn.np	Gibeoniteyn	mutation	np. ethnonym	Gibeoniteyn	generated-lenition
nibeoniteyn	gibeoniteyn.np	Gibeoniteyn	mutation	np. ethnonym	Gibeoniteyn	generated-eclipsis
gibraltar	gibraltar.np	Gibraltar	self	np. place	Gibraltar	
gideon	gideon.np	Gideon	self	np. personal	Gideon	
ghideon	gideon.np	Gideon	mutation	np. personal	Gideon	generated-lenition
nideon	gideon.np	Gideon	mutation	np. personal	Gideon	generated-eclipsis
gideoni	gideoni.np	Gideoni	self	np. other	Gideoni	
ghideoni	gideoni.np	Gideoni	mutation	np. other	Gideoni	generated-lenition
nideoni	gideoni.np	Gideoni	mutation	np. other	Gideoni	generated-eclipsis
gilboa	gilboa.np	Gilboa	self	np. other	Gilboa	
ghilboa	gilboa.np	Gilboa	mutation	np. other	Gilboa	generated-lenition
nilboa	gilboa.np	Gilboa	mutation	np. other	Gilboa	generated-eclipsis
gilead	gilead.np	Gilead	self	np. place	Gilead	
ghilead	gilead.np	Gilead	mutation	np. place	Gilead	generated-lenition
nilead	gilead.np	Gilead	mutation	np. place	Gilead	generated-eclipsis
gileadite	gileadite.np	Gileadite	self	np. other	Gileadite	
ghileadite	gileadite.np	Gileadite	mutation	np. other	Gileadite	generated-lenition
nileadite	gileadite.np	Gileadite	mutation	np. other	Gileadite	generated-eclipsis
gilgal	gilgal.np	Gilgal	self	np. place	Gilgal	
ghilgal	gilgal.np	Gilgal	mutation	np. place	Gilgal	generated-lenition
nilgal	gilgal.np	Gilgal	mutation	np. place	Gilgal	generated-eclipsis
girgashiteyn	girgashiteyn.np	Girgashiteyn	self	np. ethnonym	Girgashiteyn	
ghirgashiteyn	girgashiteyn.np	Girgashiteyn	mutation	np. ethnonym	Girgashiteyn	generated-lenition
nirgashiteyn	girgashiteyn.np	Girgashiteyn	mutation	np. ethnonym	Girgashiteyn	generated-eclipsis
gittite	gittite.np	Gittite	self	np. other	Gittite	
ghittite	gittite.np	Gittite	mutation	np. other	Gittite	generated-lenition
nittite	gittite.np	Gittite	mutation	np. other	Gittite	generated-eclipsis
glaschu	glaschu.np	Glaschu	self	np. other	Glaschu	
ghlaschu	glaschu.np	Glaschu	mutation	np. other	Glaschu	generated-lenition
